sys_idx,notch_idx,dia_idx,systolic_amp,notch_amp,diastolic_amp,systolic_time,notch_time,diastolic_time,rise_time,pulse_width,heart_rate,beat_idx,R_ratio,SpO2_est
357,509,,76.60319039277488,-82.40281252353185,,0.714,1.018,,0.30400000000000005,,79.57559681697613,0,0.7141046810292339,92.14738297426915
734,823,967.0,82.54036412355268,-105.47286555544567,82.42262513230422,1.468,1.646,1.934,0.17799999999999994,0.46599999999999997,81.74386920980926,1,0.8812264543623294,87.96933864094177
1101,1187,,68.19048430761907,-138.8802350777553,,2.202,2.374,,0.17200000000000015,,78.53403141361257,2,1.0654236285517154,83.36440928620712
1483,1578,1684.0,109.61247866335681,-69.06737164688874,-21.147329167176903,2.966,3.156,3.368,0.18999999999999995,0.4019999999999997,76.14213197969544,3,0.7906203441814157,90.2344913954646
1877,1969,2069.0,81.8356829456679,-68.65991553504544,27.095804006972713,3.754,3.938,4.138,0.18400000000000016,0.3839999999999999,85.9598853868195,4,0.8271487266470983,89.32128183382254
2226,2335,2462.0,105.93209995220441,-203.65662947732312,32.387286496714076,4.452,4.67,4.924,0.21799999999999997,0.4720000000000004,78.125,5,1.0153076655009972,84.61730836247507
2610,2850,,138.94785528976644,-90.21290270086338,,5.22,5.7,,0.4800000000000004,,82.87292817679558,6,-0.5397297293538635,123.49324323384658
2972,3073,3174.0,110.55770317434646,-110.35388898576214,33.325420897040246,5.944,6.146,6.348,0.20199999999999996,0.4039999999999999,82.19178082191782,7,0.5566196726432253,96.08450818391937
3337,3413,3477.0,90.58213938301772,-81.5180629127696,-0.03379753193175268,6.674,6.826,6.954,0.15199999999999925,0.27999999999999936,85.22727272727273,8,1.5959160749194445,70.10209812701389
3689,3776,3828.0,84.7279086472707,-112.57238460636974,-80.64745998568235,7.378,7.552,7.656,0.1739999999999995,0.2779999999999996,108.69565217391303,9,1.0800366579632923,82.99908355091769
3965,4132,4211.0,106.81085177895069,-95.14530170768835,4.762247416893734,7.93,8.264,8.422,0.33399999999999963,0.4920000000000009,66.81514476614699,10,1.1670928246512056,80.82267938371986
4414,4499,4546.0,92.71201358994998,-91.3881411682684,-65.0960321510628,8.828,8.998,9.092,0.16999999999999993,0.2640000000000011,85.71428571428572,11,0.07642667359913859,108.08933316002154
4764,4855,4936.0,100.93707414804855,-104.29896789288333,37.59665932651333,9.528,9.71,9.872,0.18200000000000038,0.3439999999999994,81.08108108108108,12,0.26914842495293545,103.27128937617661
5134,5213,,56.59744487051731,-74.40715044206264,,10.268,10.426,,0.15799999999999947,,86.20689655172414,13,-0.2942879377066955,117.35719844266738
5482,5577,5658.0,73.07847110916887,-100.10821818054981,25.7826450983964,10.964,11.154,11.316,0.1899999999999995,0.3520000000000003,81.08108108108108,14,1.3689574523743993,75.77606369064002
5852,6056,,74.37476833758346,-122.99312942950753,,11.704,12.112,,0.4079999999999995,,89.28571428571428,15,1.0817477425196453,82.95630643700886
6188,6798,,125.22755502747987,-101.29376605251552,,12.376,13.596,,1.2200000000000006,,43.988269794721404,16,0.5080963669189963,97.29759082702509
6870,6934,7004.0,104.45153935910943,-40.10962266482343,48.65303766980534,13.74,13.868,14.008,0.1280000000000001,0.2679999999999989,103.09278350515464,17,0.7561569848975255,91.09607537756186
7161,7252,7387.0,93.535815466784,-122.7405921624212,27.439170305965135,14.322,14.504,14.774,0.18200000000000038,0.45199999999999996,88.23529411764706,18,0.900003172980286,87.49992067549286
7501,7570,7645.0,26.655097907095485,-86.33803889197851,22.904528213367364,15.002,15.14,15.29,0.1379999999999999,0.2879999999999985,115.38461538461539,19,2.0224845252566848,59.43788686858288
7761,8063,,40.90040196877951,-39.51870136615644,,15.522,16.126,,0.604000000000001,,70.09345794392523,20,1.192465814838673,80.18835462903317
8189,8310,8375.0,60.53284375127087,-69.44708347252775,-52.675927164316306,16.378,16.62,16.75,0.24200000000000088,0.3719999999999999,80.64516129032258,21,1.306048634773066,77.34878413067335
8561,8831,,93.70368301223066,-73.8801003795253,,17.122,17.662,,0.5399999999999991,,81.74386920980926,22,0.32188337111695514,101.95291572207611
8928,9066,9156.0,73.62398719518606,-84.32893418382855,45.41713361136992,17.856,18.132,18.312,0.2759999999999998,0.4559999999999995,59.642147117296226,23,0.048125137302842964,108.79687156742892
9431,9614,9726.0,76.1720914044497,-55.19855797339819,17.499503932024663,18.862,19.228,19.452,0.3660000000000032,0.5900000000000034,62.37006237006237,24,0.5018613600642546,97.45346599839364
9912,9998,10083.0,94.92301718231384,-38.281487287457686,5.6993883905744935,19.824,19.996,20.166,0.17199999999999704,0.34199999999999875,99.33774834437087,25,0.6014004663338793,94.96498834165301
10214,10316,10421.0,59.138679615609824,-113.67233301274946,54.836425089152286,20.428,20.632,20.842,0.20400000000000063,0.4139999999999979,42.432814710042436,26,1.4241844120056295,74.39538969985927
10921,11020,,89.98077811273004,-124.60208670511047,,21.842,22.04,,0.1980000000000004,,111.1111111111111,27,1.1165960050521648,82.08509987369588
11191,11333,11407.0,56.85629420165852,-92.91314876133384,41.65563873157984,22.382,22.666,22.814,0.2839999999999989,0.4319999999999986,63.42494714587738,28,1.227430300413635,79.31424248965912
11664,12083,,65.39525687749656,-147.03489367230105,,23.328,24.166,,0.838000000000001,,59.7609561752988,29,1.0721312404502836,83.1967189887429
12166,12582,,87.5622961130336,-67.3488935923471,,24.332,25.164,,0.8320000000000007,,51.369863013698634,30,1.0509558088964848,83.72610477758788
12750,12851,12942.0,71.77312286449006,-146.86156643229359,66.94222850679391,25.5,25.702,25.884,0.20200000000000173,0.38400000000000034,76.92307692307692,31,0.2482986650066147,103.79253337483463
13140,13316,,45.447915274044256,-71.02090822365574,,26.28,26.632,,0.3520000000000003,,95.23809523809524,32,1.2709200092682642,78.2269997682934
13455,13620,13709.0,57.31185264020381,-123.37600297804727,64.24383662797534,26.91,27.24,27.418,0.3299999999999983,0.5079999999999991,69.76744186046511,33,0.8971354705546375,87.57161323613406
13885,14064,,77.89363375078558,-149.81860405952486,,27.77,28.128,,0.35800000000000054,,81.9672131147541,34,0.9058644911864364,87.35338772033909
14251,14367,14441.0,157.83489947618418,-156.12348588177315,5.755574003700654,28.502,28.734,28.882,0.23200000000000287,0.38000000000000256,95.84664536741214,35,4.638181606318882,-5.954540157972048
14564,14728,14803.0,101.31240058116029,-100.65079966554651,21.43967483453718,29.128,29.456,29.606,0.3279999999999994,0.47800000000000153,69.76744186046511,36,1.1142842275344107,82.14289431163974
14994,15118,15208.0,97.33678725376711,-186.085386550734,38.647740724250625,29.988,30.236,30.416,0.2480000000000011,0.4280000000000008,77.31958762886597,37,0.6055285670088214,94.86178582477946
15382,15585,,77.28827300018767,-68.84153903394315,,30.764,31.17,,0.40600000000000236,,78.53403141361257,38,0.042674183040213524,108.93314542399466
15764,15856,15927.0,46.44650886045361,-69.0487084331132,-10.295664197121503,31.528,31.712,31.854,0.18400000000000105,0.3260000000000005,81.74386920980926,39,0.008024733100433246,109.79938167248918
16131,16326,,108.48868625136575,-153.6414956330914,,32.262,32.652,,0.39000000000000057,,94.04388714733543,40,0.8933028851438404,87.66742787140399
16450,16549,16587.0,140.48777587143167,-92.8989799165737,-82.65955673326155,32.9,33.098,33.174,0.1980000000000004,0.2740000000000009,115.83011583011583,41,1.4902406093462741,72.74398476634315
16709,16883,16988.0,106.8559558683089,-131.0828643124028,44.46958736147402,33.418,33.766,33.976,0.347999999999999,0.5579999999999998,66.51884700665188,42,1.3287179589146538,76.78205102713366
17160,17296,17468.0,99.82495391789153,-70.50606985338251,52.42885747350273,34.32,34.592,34.936,0.27199999999999847,0.6159999999999997,61.224489795918366,43,-1.3670167657359793,144.1754191433995
17650,17864,17950.0,58.26589894082113,-70.6988648426133,2.867502546585731,35.3,35.728,35.9,0.4280000000000044,0.6000000000000014,57.25190839694656,44,0.23076127032074575,104.23096824198136
18174,18262,18339.0,111.8858950483061,-54.115433671232516,20.8889230385672,36.348,36.524,36.678,0.17600000000000193,0.3299999999999983,119.04761904761905,45,0.5451943949534221,96.37014012616444
18426,18580,18663.0,41.47120232892346,-81.1078586790067,-7.108001448142864,36.852,37.16,37.326,0.30799999999999983,0.47400000000000375,65.78947368421052,46,0.5774669901992877,95.56332524501781
18882,18977,19076.0,147.39922016539492,-68.52349325208428,13.335746360236897,37.764,37.954,38.152,0.18999999999999773,0.3879999999999981,91.74311926605505,47,0.7434539126692642,91.4136521832684
19209,19313,19434.0,66.78749737965548,-157.2184224068397,65.82498567562139,38.418,38.626,38.868,0.2079999999999984,0.45000000000000284,72.46376811594203,48,0.6365397781177958,94.08650554705511
19623,19686,19804.0,27.96031961333482,-33.173965735142204,29.506593815671632,39.246,39.372,39.608,0.12599999999999767,0.36199999999999477,111.52416356877323,49,0.37258046998743927,100.68548825031402
19892,20071,,82.5212834516686,-74.41529975470512,,39.784,40.142,,0.3580000000000041,,111.52416356877323,50,0.7217317438435297,91.95670640391177
20161,20242,20310.0,35.82975390556574,-48.04770337263961,2.1287837770519995,40.322,40.484,40.62,0.16199999999999903,0.2979999999999947,78.53403141361257,51,0.6033820512611003,94.91544871847249
20543,20750,20885.0,64.84194625970889,-100.27574667796371,3.5992658084194207,41.086,41.5,41.77,0.4140000000000015,0.6840000000000046,58.708414872798436,52,-0.08075773723577291,112.01894343089432
21054,21138,21255.0,59.31819411831416,-49.89606580037939,20.708905524808085,42.108,42.276,42.51,0.16800000000000637,0.402000000000001,92.02453987730061,53,0.8210307695144865,89.47423076213784
21380,21454,21521.0,86.54523978405416,-110.93864620554422,-14.720544689440013,42.76,42.908,43.042,0.14800000000000324,0.2820000000000036,91.74311926605505,54,-11.728399727026428,403.2099931756607
21707,21794,21866.0,78.51847275022345,-150.3240940469996,17.843647225470278,43.414,43.588,43.732,0.1739999999999995,0.31799999999999784,88.49557522123894,55,1.0119038772244182,84.70240306938955
22046,22134,22227.0,129.68017311983164,-69.18139554264499,-5.200109694024693,44.092,44.268,44.454,0.17600000000000193,0.3620000000000019,80.4289544235925,56,4.094352982440073,7.641175438998175
22419,22524,22630.0,52.80045657958826,-92.02116464962832,50.226175455301785,44.838,45.048,45.26,0.21000000000000085,0.42199999999999704,86.70520231213874,57,-0.2646185109806025,116.61546277451507
22765,22848,22933.0,73.87847795155528,-112.59209254070495,44.62722136335391,45.53,45.696,45.866,0.16599999999999682,0.3359999999999985,92.02453987730061,58,1.0507969289184982,83.73007677703754
23091,23178,23251.0,53.07478783868612,-85.24511987402119,1.9337985117309804,46.182,46.356,46.502,0.1739999999999995,0.3200000000000003,84.26966292134831,59,0.8309161835617949,89.22709541095513
23447,23521,23588.0,153.41447325845746,-79.8731634131629,49.55644084232256,46.894,47.042,47.176,0.14800000000000324,0.2820000000000036,89.02077151335311,60,0.7653261622166168,90.86684594458458
23784,23985,,85.97461138441923,-106.13708306130351,,47.568,47.97,,0.402000000000001,,80.0,61,1.0332092941487787,84.16976764628053
24159,24261,24356.0,94.02721665843859,-91.93076860532798,72.0973508670411,48.318,48.522,48.712,0.20400000000000063,0.39400000000000546,49.26108374384236,62,2.0441545106378043,58.89613723405489
24768,24836,24911.0,13.91384530461498,-23.740916834999023,29.802517780233,49.536,49.672,49.822,0.13599999999999568,0.28600000000000136,82.87292817679558,63,1.0174242227144443,84.5643944321389
25130,25325,,47.983576670033244,-89.09421461402584,,50.26,50.65,,0.39000000000000057,,107.5268817204301,64,0.3342873051180313,101.64281737204922
25409,25591,,25.461268359663258,-38.617223796731594,,50.818,51.182,,0.3640000000000043,,112.78195488721803,65,-6.085313814476079,262.13284536190196
25675,25789,25859.0,37.23369201482676,-32.66084304198194,29.37055400868348,51.35,51.578,51.718,0.22800000000000153,0.3680000000000021,107.5268817204301,66,0.5477748591800262,96.30562852049934
25954,26351,,51.47911204958417,-78.20188375626616,,51.908,52.702,,0.7939999999999969,,61.47540983606557,67,0.9476848919780542,86.30787770054864
26442,26833,,57.067293545349585,-47.61022804226023,,52.884,53.666,,0.7819999999999965,,63.15789473684211,68,0.8497968880863854,88.75507779784036
26917,27077,27166.0,43.309547889795816,-100.67387046181219,35.573849638688095,53.834,54.154,54.332,0.3200000000000003,0.49799999999999756,71.77033492822967,69,1.00771894886315,84.80702627842125
27335,27408,27467.0,75.98483235442579,-63.772702968320665,3.7701319788748595,54.67,54.816,54.934,0.1460000000000008,0.2639999999999958,94.33962264150944,70,0.16400297991008347,105.89992550224791
27653,27860,,78.57419765314847,-81.87040390322318,,55.306,55.72,,0.4140000000000015,,89.82035928143712,71,2.8497491203009373,38.75627199247657
27987,28076,28145.0,107.35633142362009,-100.6656117207338,9.36678660216721,55.974,56.152,56.29,0.17800000000000438,0.3160000000000025,83.10249307479225,72,0.9631933898844486,85.92016525288878
28348,28434,28531.0,93.28137695091824,-128.457271654372,3.874539909562658,56.696,56.868,57.062,0.17200000000000415,0.36599999999999966,80.64516129032258,73,0.7593933872380527,91.01516531904868
28720,28802,28921.0,106.27033981333862,-123.32843540664975,52.39175866124718,57.44,57.604,57.842,0.16400000000000148,0.402000000000001,94.33962264150944,74,0.42456521797020413,99.3858695507449
29038,29123,29180.0,90.32904677885321,-79.75429433914955,-41.51616136875107,58.076,58.246,58.36,0.1700000000000017,0.2839999999999989,87.2093023255814,75,0.7645872460897379,90.88531884775655
29382,29478,29584.0,72.43635936679743,-109.88437432337889,36.03595132284259,58.764,58.956,59.168,0.19200000000000017,0.40399999999999636,85.9598853868195,76,1.4080170426378686,74.79957393405329
29731,29837,29911.0,124.1499031519338,-117.54327976741125,9.16155949653146,59.462,59.674,59.822,0.2119999999999962,0.35999999999999943,85.9598853868195,77,1.3855435694133595,75.361410764666
30080,30172,30324.0,89.21028326365091,-120.13200427700085,85.28575921561766,60.16,60.344,60.648,0.1840000000000046,0.48800000000000665,83.56545961002786,78,0.7142222553375129,92.14444361656217
30439,30543,,66.66700872039864,-95.58157543009867,,60.878,61.086,,0.2079999999999984,,117.6470588235294,79,1.233294203993367,79.16764490016583
