sys_idx,notch_idx,dia_idx,systolic_amp,notch_amp,diastolic_amp,systolic_time,notch_time,diastolic_time,rise_time,pulse_width,heart_rate,beat_idx,R_ratio,SpO2_est
161919,162000,162067,214.25020253059057,-251.09093554797826,20.1226114861577,323.838,324.0,324.134,0.16199999999997772,0.29599999999999227,90.36144578313252,463,0.34120329911172964,101.46991752220676
162251,162333,162401,191.1888578738558,-248.46912613991583,30.74368982295076,324.502,324.666,324.802,0.16399999999998727,0.30000000000001137,92.02453987730061,464,29.093645063725155,-617.3411265931289
162577,162661,162731,209.98962599227983,-269.3289939384026,66.52659692970433,325.154,325.322,325.462,0.16800000000000637,0.3079999999999927,92.5925925925926,465,1.5790512792481413,70.52371801879647
162901,162981,163049,180.45503806417153,-234.8494142910132,43.1260207687206,325.802,325.962,326.098,0.15999999999996817,0.29599999999999227,97.0873786407767,466,1.3043731088386525,77.39067227903368
163210,163295,163365,212.3769433045215,-272.46273664872746,3.2419518948337784,326.42,326.59,326.73,0.16999999999995907,0.3100000000000023,89.02077151335311,467,0.12354398002018478,106.91140049949539
163547,163628,163693,202.99526030353096,-235.57844295627308,-41.682085814654236,327.094,327.256,327.386,0.16199999999997772,0.29200000000003,81.74386920980926,468,1.248260062051047,78.79349844872382
163914,163994,164060,228.44415156397537,-271.1313022126109,-58.915255304948616,327.828,327.988,328.12,0.160000000000025,0.29200000000003,77.31958762886597,469,1.0961155031807484,82.5971124204813
164302,164383,164450,222.9308943369515,-287.5008919626757,-27.49621717362559,328.604,328.766,328.9,0.16200000000003456,0.29599999999999227,78.125,470,1.2701017926862606,78.24745518284348
164686,164768,164832,238.20404795975472,-261.68811141887386,-39.001124697435024,329.372,329.536,329.664,0.16399999999998727,0.29199999999997317,77.720207253886,471,1.0509873946414765,83.72531513396308
165072,165157,165225,264.09771196588247,-311.973403678709,-60.39591916751194,330.144,330.314,330.45,0.17000000000001592,0.3059999999999832,72.63922518159806,472,1.2623366011486052,78.44158497128487
165485,165570,165636,267.352948421193,-318.7113249919467,-57.44734310577156,330.97,331.14,331.272,0.16999999999995907,0.3019999999999641,71.59904534606206,473,1.2967471768150383,77.58132057962405
165904,165990,166056,298.2510529469081,-305.4870226461282,-66.3475703035944,331.808,331.98,332.112,0.17200000000002547,0.30400000000003047,76.53061224489795,474,1.0590925713273764,83.52268571681559
166296,166377,166445,214.5846863539378,-269.0792737623103,20.769725525350797,332.592,332.754,332.89,0.16200000000003456,0.2980000000000018,81.08108108108108,475,1.4299542407031687,74.25114398242079
166666,166749,166815,241.6766414830406,-292.2196635285817,-20.10627839743244,333.332,333.498,333.63,0.16599999999999682,0.2980000000000018,80.64516129032258,476,-2.2769211281239743,166.92302820309936
167038,167123,167187,279.36643388685127,-289.5294034665201,-43.44437134774843,334.076,334.246,334.374,0.16999999999995907,0.2980000000000018,83.33333333333334,477,1.185633047722796,80.3591738069301
167398,167484,167554,234.0413835917697,-293.2355666883441,35.91929818862319,334.796,334.968,335.108,0.17200000000002547,0.3120000000000118,82.19178082191782,478,6.201383674669061,-45.034591866726515
167763,167845,167914,232.01052311810423,-286.7334196056276,22.4119633549213,335.526,335.69,335.828,0.16399999999998727,0.3019999999999641,86.95652173913044,479,1.9867755022829583,60.33061244292604
