sys_idx,notch_idx,dia_idx,systolic_amp,notch_amp,diastolic_amp,systolic_time,notch_time,diastolic_time,rise_time,pulse_width,heart_rate,beat_idx,R_ratio,SpO2_est
215,514,,321.11909948116613,-519.9107926763655,,0.43,1.028,,0.5980000000000001,,79.7872340425532,0,1.0126682824908504,84.68329293772874
591,958,,269.07147074260206,-320.01655696909313,,1.182,1.916,,0.734,,66.66666666666667,1,1.1804192753189229,80.48951811702693
1041,1547,,269.215163286784,-410.21483189661836,,2.082,3.094,,1.012,,49.83388704318937,2,5.536468132758341,-28.41170331895853
1643,1750,1819.0,464.34961404589984,-264.2596731383397,261.81758966064365,3.286,3.5,3.638,0.21399999999999997,0.35199999999999987,73.71007371007371,3,0.8108473915969406,89.72881521007648
2050,2344,,185.93204133653055,-339.3039085044076,,4.1,4.688,,0.5880000000000001,,76.53061224489795,4,0.8027948874200405,89.93012781449899
2442,2521,2581.0,729.8243779531663,-287.4757287439706,167.59830224913586,4.884,5.042,5.162,0.15799999999999947,0.2779999999999996,86.20689655172414,5,0.8544989942076175,88.63752514480956
2790,2887,2973.0,294.6453101204336,-398.4965906435131,90.18896279712438,5.58,5.774,5.946,0.19399999999999995,0.36599999999999966,80.0,6,0.8956382799635483,87.6090430009113
3165,3326,3396.0,226.87827205534407,-289.180232366886,122.95677237491495,6.33,6.652,6.792,0.32200000000000006,0.46199999999999974,91.1854103343465,7,0.8430912699537318,88.92271825115671
3494,3704,,121.88806306027703,-178.00263750395345,,6.988,7.408,,0.41999999999999993,,106.0070671378092,8,1.180035073356918,80.49912316607706
3777,3931,,199.60016410194532,-528.6084930727101,,7.554,7.862,,0.30799999999999983,,115.38461538461539,9,0.9263725232461095,86.84068691884727
4037,4249,4302.0,442.45406524799347,-218.20635839348455,-46.70741995850776,8.074,8.498,8.604,0.4239999999999995,0.5299999999999994,78.125,10,0.9461794964845405,86.34551258788649
4421,4710,,234.67561254039444,-420.52021675947213,,8.842,9.42,,0.5779999999999994,,75.75757575757575,11,0.9544456669518447,86.13885832620389
4817,5076,,634.1269163160039,-178.5897463491391,,9.634,10.152,,0.5179999999999989,,83.56545961002786,12,0.9277610816563001,86.80597295859249
5176,5389,5461.0,224.3329317760143,-312.4752325443016,72.43851298682246,10.352,10.778,10.922,0.42600000000000016,0.5700000000000003,78.74015748031496,13,0.8396767317417758,89.00808170645561
5557,5668,5744.0,303.20535379280665,-288.37639351280797,131.85516403110898,11.114,11.336,11.488,0.22199999999999953,0.3739999999999988,111.52416356877323,14,0.8958114044631442,87.6047148884214
5826,6021,,157.82926495063862,-326.9810229385729,,11.652,12.042,,0.39000000000000057,,111.1111111111111,15,1.1282886070814144,81.79278482296463
6096,6222,6348.0,285.9553009817228,-354.7124207623181,330.4172247535863,12.192,12.444,12.696,0.25200000000000067,0.5039999999999996,73.34963325183375,16,1.0581880622320397,83.545298444199
6505,6591,6698.0,364.62360053073087,-254.94597709252088,72.87551228819345,13.01,13.182,13.396,0.1720000000000006,0.386000000000001,77.51937984496124,17,0.9517132851928489,86.20716787017878
6892,7049,,310.80530839358437,-475.20095570338833,,13.784,14.098,,0.31400000000000006,,105.63380281690142,18,0.9048000644004408,87.37999838998898
