sys_idx,notch_idx,dia_idx,systolic_amp,notch_amp,diastolic_amp,systolic_time,notch_time,diastolic_time,rise_time,pulse_width,heart_rate,beat_idx,R_ratio,SpO2_est
297,400,508.0,99.2814672908242,-135.58857660098295,28.771832108787823,0.594,0.8,1.016,0.20600000000000007,0.42200000000000004,85.47008547008548,0,1.5309771575945295,71.72557106013676
648,731,800.0,62.89670572130355,-82.6108651649198,5.746826760449943,1.296,1.462,1.6,0.16599999999999993,0.30400000000000005,91.74311926605505,1,-5.127607492195147,238.1901873048787
975,1067,,106.20694830210543,-149.21680487836247,,1.95,2.134,,0.18399999999999994,,113.20754716981132,2,1.0783456548009112,83.04135862997722
1240,1425,1501.0,62.24228561346398,-115.03101065533663,-36.3556547952925,2.48,2.85,3.002,0.3700000000000001,0.5219999999999998,65.78947368421052,3,1.101761717076395,82.45595707309013
1696,1789,,129.2876684198024,-150.86937606314817,,3.392,3.578,,0.18599999999999994,,84.98583569405099,4,2.964106852549643,35.89732868625893
2049,2137,,98.61728928905931,-126.44613664794007,,4.098,4.274,,0.17600000000000016,,84.26966292134831,5,1.8425960461699549,63.93509884575113
2405,2517,2616.0,116.1006403233077,-172.76722771572548,20.119849085785695,4.81,5.034,5.232,0.2240000000000002,0.4220000000000006,78.32898172323759,6,0.5734399102340625,95.66400224414843
2788,2886,2987.0,140.11442518853502,-134.57720008875765,-6.339546860565178,5.576,5.772,5.974,0.19600000000000062,0.3980000000000006,97.40259740259741,7,1.059799906095094,83.50500234762265
3096,3230,3307.0,78.34550937306453,-98.79332262046154,-2.9945886684726646,6.192,6.46,6.614,0.2679999999999998,0.4219999999999997,74.25742574257426,8,0.9644275184695773,85.88931203826057
3500,3592,3716.0,129.72569313035862,-167.92742452362089,39.08602387968621,7.0,7.184,7.432,0.18400000000000016,0.4320000000000004,82.19178082191782,9,1.7149291736073036,67.12677065981741
3865,3947,4018.0,84.82190911921755,-105.62402198808077,15.373651646733274,7.73,7.894,8.036,0.1639999999999997,0.30599999999999916,87.2093023255814,10,9.003976347626114,-115.09940869065287
4209,4307,,111.59923247630607,-135.79695338879478,,8.418,8.614,,0.1960000000000015,,119.5219123505976,11,0.953848701753916,86.1537824561521
4460,4646,,55.36720905475543,-104.95107359536259,,8.92,9.292,,0.3719999999999999,,68.3371298405467,12,1.0111808980282442,84.72047754929389
4899,4992,5173.0,169.3602827989007,-199.77421907908877,26.909952505846338,9.798,9.984,10.346,0.18599999999999994,0.548,81.30081300813008,13,1.0297185510485949,84.25703622378512
5268,5459,,70.0028893326274,-64.25151725016529,,10.536,10.918,,0.3819999999999997,,93.75,14,0.9308332433238948,86.72916891690264
5588,5680,5808.0,94.95442295629188,-141.75282461019518,94.87907749394085,11.176,11.36,11.616,0.18399999999999928,0.4399999999999995,87.2093023255814,15,0.6353632199983146,94.11591950004214
5932,6010,6081.0,27.672045845878003,-123.50277952114078,-21.901274181441334,11.864,12.02,12.162,0.1559999999999988,0.29800000000000004,92.3076923076923,16,0.3422511781098753,101.44372054725312
6257,6367,,171.07222531433385,-163.52244166683386,,12.514,12.734,,0.22000000000000064,,114.06844106463878,17,0.9719878710125951,85.70030322468511
6520,6690,6773.0,46.61174240936066,-39.51741001842793,7.400477092605617,13.04,13.38,13.546,0.34000000000000163,0.5060000000000002,71.59904534606206,18,0.9239131079810842,86.9021723004729
6939,7037,7171.0,131.69292316553583,-143.8900562472084,52.92543735904893,13.878,14.074,14.342,0.19599999999999973,0.4640000000000004,95.84664536741214,19,1.5057004951024098,72.35748762243975
7252,7342,7441.0,83.85641011289901,-128.91427247770358,40.967400634182816,14.504,14.684,14.882,0.17999999999999972,0.3780000000000001,87.2093023255814,20,-0.29186461136014447,117.29661528400361
7596,7681,,106.93856987772595,-115.01429502776023,,15.192,15.362,,0.16999999999999993,,98.6842105263158,21,0.2603825797203836,103.49043550699041
