sys_idx,notch_idx,dia_idx,systolic_amp,notch_amp,diastolic_amp,systolic_time,notch_time,diastolic_time,rise_time,pulse_width,heart_rate,beat_idx,R_ratio,SpO2_est
115,206,,182.1562136627316,-132.96602479277783,,0.23,0.412,,0.18199999999999997,,98.03921568627452,0,1.498864724601086,72.52838188497284
421,514,,125.63335703482801,-149.63118451891287,,0.842,1.028,,0.18600000000000005,,97.7198697068404,1,1.2302339292168438,79.2441517695789
728,812,907.0,140.42175677888343,-83.76998244416487,54.908192399015604,1.456,1.624,1.814,0.16800000000000015,0.3580000000000001,105.26315789473685,2,1.368180978985815,75.79547552535462
1013,1115,,99.36317032544865,-150.87431539289267,,2.026,2.23,,0.20400000000000018,,94.04388714733543,3,1.131474755751371,81.71313110621573
1332,1414,,154.794063830512,-63.847508847464226,,2.664,2.828,,0.1639999999999997,,107.91366906474819,4,1.2137315357298935,79.65671160675267
1610,1711,,87.7540669466248,-170.46099374280317,,3.22,3.422,,0.20199999999999996,,98.03921568627452,5,1.0485235426190278,83.78691143452431
1916,1995,2099.0,146.91364861393802,-46.621160776494634,78.56272787676131,3.832,3.99,4.198,0.15800000000000036,0.36600000000000055,98.36065573770492,6,1.108748763689122,82.28128090777196
2221,2296,2361.0,6.71558233929977,-88.89731710186923,-4.650199758859622,4.442,4.592,4.722,0.14999999999999947,0.28000000000000025,95.54140127388536,7,0.97267475030697,85.68313124232574
2535,2613,,85.10403000643078,-39.05521903852969,,5.07,5.226,,0.1559999999999997,,108.30324909747291,8,1.1228795110425707,81.92801222393574
2812,2902,,111.79096253107369,-121.29070165531958,,5.624,5.804,,0.1800000000000006,,107.5268817204301,9,-2.352176742709762,168.80441856774405
3091,3191,,85.46372277900338,-189.264313662933,,6.182,6.382,,0.1999999999999993,,95.23809523809524,10,1.709361037845784,67.2659740538554
3406,3505,,181.4457126801934,-92.39554255262277,,6.812,7.01,,0.1979999999999995,,99.33774834437087,11,1.2693196215393456,78.26700946151635
3708,3803,,43.16996968499074,-170.51157044553017,,7.416,7.606,,0.1899999999999995,,92.87925696594426,12,1.9245621966459572,61.88594508385107
4031,4139,,170.1971728553233,-94.12579497194297,,8.062,8.278,,0.21600000000000108,,90.9090909090909,13,0.4319731571667889,99.20067107083028
4361,4452,,60.97648611166184,-134.1392414667901,,8.722,8.904,,0.18200000000000038,,88.75739644970413,14,0.6811640844454616,92.97089788886346
4699,4810,4879.0,154.0051833048114,-99.76398843415286,-60.63967312771458,9.398,9.62,9.758,0.22199999999999953,0.35999999999999943,80.86253369272237,15,0.735060986323251,91.62347534191872
5070,5153,,86.39550651061839,-34.87723006159468,,10.14,10.306,,0.1659999999999986,,88.75739644970413,16,0.7300615873855361,91.7484603153616
5408,5522,,94.99910306974964,-110.83963518077185,,10.816,11.044,,0.22799999999999976,,83.10249307479225,17,0.9083766712181945,87.29058321954514
5769,5869,5920.0,137.7948455299671,-50.77919753570908,-36.57930659822085,11.538,11.738,11.84,0.1999999999999993,0.3019999999999996,86.45533141210375,18,1.132986095771895,81.67534760570263
6116,6212,,66.99214625991655,-126.28085616919844,,12.232,12.424,,0.19200000000000017,,82.19178082191782,19,-0.785311637198705,129.63279092996763
6481,6580,6660.0,140.66768977411868,-106.42000679941209,-46.2386761507641,12.962,13.16,13.32,0.1980000000000004,0.35800000000000054,83.10249307479225,20,1.0259958990246594,84.35010252438352
6842,6930,,109.98840041445143,-94.98058935800405,,13.684,13.86,,0.17600000000000016,,89.55223880597015,21,1.0484139033802602,83.78965241549349
7177,7279,,116.34417947148022,-124.05396452708818,,14.354,14.558,,0.20400000000000063,,86.45533141210375,22,1.2689428984769895,78.27642753807527
7524,7611,7680.0,171.64189670369103,-58.58209520458857,-3.182235663171394,15.048,15.222,15.36,0.1739999999999995,0.3119999999999994,93.45794392523364,23,1.6916198274357133,67.70950431410716
7845,7942,,97.30015645894682,-170.78949614032348,,15.69,15.884,,0.19400000000000084,,90.09009009009009,24,3.7468715531085017,16.328211172287453
8178,8286,8337.0,227.28229605457622,-99.5053805940695,-84.49736091283104,16.356,16.572,16.674,0.21599999999999753,0.31799999999999784,91.74311926605505,25,0.5399686646844836,96.5007833828879
8505,8581,8678.0,22.031844707504135,-133.31642079381842,101.7762674735139,17.01,17.162,17.356,0.15199999999999747,0.3460000000000001,99.33774834437087,26,0.9505143323612331,86.23714169096917
8807,8911,8973.0,154.23034084114695,-143.15380110796784,-89.44737118161927,17.614,17.822,17.946,0.2079999999999984,0.33200000000000074,92.87925696594426,27,1.1163899538330018,82.09025115417495
9130,9216,,137.74434852805496,-53.87810674397401,,18.26,18.432,,0.17199999999999704,,108.69565217391303,28,1.5071234281369326,72.3219142965767
9406,9525,,101.37581217529106,-152.64909602802462,,18.812,19.05,,0.23799999999999955,,88.75739644970413,29,0.9115662706872921,87.2108432328177
9744,9827,9901.0,140.65721403686933,-31.003676394259738,48.704160058213766,19.488,19.654,19.802,0.16600000000000037,0.31400000000000006,104.16666666666667,30,0.8172208644175096,89.56947838956226
10032,10141,,55.029930757921576,-159.0504985807067,,20.064,20.282,,0.21799999999999997,,92.5925925925926,31,1.0148765501764976,84.62808624558755
10356,10539,,175.06536618907535,-48.53666268843547,,20.712,21.078,,0.36599999999999966,,95.54140127388536,32,0.7592630066930987,91.01842483267254
10670,10779,,48.812822257626706,-157.45476175363126,,21.34,21.558,,0.21799999999999997,,87.46355685131195,33,-5.081810217449666,237.04525543624166
11013,11122,11167.0,161.9032521260968,-63.60967372799744,-53.484757122747524,22.026,22.244,22.334,0.21799999999999997,0.30799999999999983,92.3076923076923,34,1.1501279853449458,81.24680036637636
11338,11414,,17.148873487457173,-84.58468723525735,,22.676,22.828,,0.15200000000000102,,89.28571428571428,35,0.9012259814855735,87.46935046286066
11674,11785,11848.0,114.45002594712568,-86.9097360682975,-73.53773540464022,23.348,23.57,23.696,0.2220000000000013,0.34800000000000253,80.64516129032258,36,0.8306253066827503,89.23436733293124
12046,12123,12182.0,117.80916200989017,-12.648601846243588,20.698950430410388,24.092,24.246,24.364,0.15399999999999991,0.272000000000002,90.09009009009009,37,1.1532908850274202,81.1677278743145
12379,12473,,48.767952585149175,-124.43715184840558,,24.758,24.946,,0.1880000000000024,,82.41758241758242,38,1.0047887366589874,84.88028158352532
12743,12844,12897.0,105.81884064749016,-50.60332619875127,-39.17878144409953,25.486,25.688,25.794,0.20199999999999818,0.30799999999999983,86.45533141210375,39,1.4444286636259185,73.88928340935203
13090,13180,,67.65686348753542,-116.66968886185559,,26.18,26.36,,0.17999999999999972,,86.45533141210375,40,1.1142354489554336,82.14411377611415
13437,13542,13608.0,141.6884312484045,-121.4904955489066,-75.39460632190143,26.874,27.084,27.216,0.21000000000000085,0.3420000000000023,80.64516129032258,41,1.0588133929860053,83.52966517534986
13809,13889,13950.0,151.30988348015006,-15.866691248316823,30.189530495568896,27.618,27.778,27.9,0.16000000000000014,0.28200000000000003,93.45794392523364,42,1.2486001615932092,78.78499596016977
14130,14226,,66.04382300575443,-161.44161762714486,,28.26,28.452,,0.19200000000000017,,89.82035928143712,43,1.8930871603208856,62.67282099197786
14464,14563,14619.0,169.53102084372125,-81.43839186065946,-48.250027578798786,28.928,29.126,29.238,0.1980000000000004,0.3099999999999987,92.02453987730061,44,0.6345725311144746,94.13568672213813
14790,14887,,49.19705437884992,-146.61517548622572,,29.58,29.774,,0.19400000000000261,,91.1854103343465,45,0.6517836911262,93.705407721845
15119,15228,,161.4953378448137,-186.9640116787437,,30.238,30.456,,0.21799999999999997,,83.33333333333334,46,0.7054436412266357,92.3639089693341
15479,15574,,146.26505058028528,-88.52303677762812,,30.958,31.148,,0.19000000000000128,,97.0873786407767,47,1.165603607491452,80.8599098127137
15788,15902,,101.08047287892948,-157.6498771601886,,31.576,31.804,,0.22799999999999798,,84.03361344537815,48,1.0647600746099382,83.38099813475155
16145,16237,16290.0,218.62901940887153,-77.34056752566403,-29.411715651240115,32.29,32.474,32.58,0.1839999999999975,0.28999999999999915,91.74311926605505,49,0.9776270933993354,85.55932266501662
16472,16565,,94.02091877962111,-164.6636949783895,,32.944,33.13,,0.18599999999999994,,87.46355685131195,50,1.0038124260125807,84.90468934968548
16815,16917,,172.53073631367278,-180.92658447802276,,33.63,33.834,,0.20400000000000063,,86.20689655172414,51,0.9983352838914029,85.04161790271493
17163,17255,,128.29002275919868,-128.4633477825853,,34.326,34.51,,0.1839999999999975,,89.82035928143712,52,0.9311788490125533,86.72052877468616
17497,17600,,155.9055055222425,-157.66849284497414,,34.994,35.2,,0.20600000000000307,,83.33333333333334,53,0.8936179657886935,87.65955085528266
17857,17951,,159.25388709540874,-111.50538744084706,,35.714,35.902,,0.1880000000000024,,92.3076923076923,54,0.9193528108820921,87.0161797279477
18182,18290,,116.74889475268851,-208.90951436114665,,36.364,36.58,,0.21600000000000108,,85.47008547008548,55,1.0581136447264508,83.54715888183873
18533,18745,,223.42771496990696,-57.55441404242317,,37.066,37.49,,0.4239999999999995,,87.71929824561403,56,1.3405121785240828,76.48719553689793
18875,18966,,44.91339226024589,-161.36668846867434,,37.75,37.932,,0.18200000000000216,,91.74311926605505,57,0.5032846775132553,97.41788306216861
19202,19310,,148.198767515936,-89.49916822845826,,38.404,38.62,,0.21599999999999397,,90.09009009009009,58,0.8523969258418579,88.69007685395356
19535,19626,19732.0,51.75719377468816,-130.74052817459685,34.857041267599435,39.07,39.252,39.464,0.18200000000000216,0.39399999999999835,89.28571428571428,59,0.9422921273457315,86.44269681635672
19871,19977,20042.0,148.42736177343218,-107.32024512963103,-66.74855537197932,39.742,39.954,40.084,0.2120000000000033,0.34200000000000585,82.64462809917356,60,0.8252784836496951,89.36803790875763
20234,20309,,59.00919282526551,-36.41097346745676,,40.468,40.618,,0.14999999999999858,,94.9367088607595,61,0.8486270887676958,88.7843227808076
20550,20659,20737.0,118.27885239822912,-143.0933884786688,-84.02817257851032,41.1,41.318,41.474,0.21799999999999642,0.3739999999999952,81.74386920980926,62,0.9556159387822375,86.10960153044407
20917,21007,21094.0,160.00020471434408,-69.48356516945182,42.452206331315914,41.834,42.014,42.188,0.17999999999999972,0.3539999999999992,93.45794392523364,63,0.9527948179119159,86.1801295522021
21238,21347,,85.92183521325221,-183.26586879853622,,42.476,42.694,,0.21800000000000352,,87.46355685131195,64,1.0758077032966433,83.10480741758391
21581,21690,,249.53807544221067,-98.4808644317151,,43.162,43.38,,0.21800000000000352,,87.2093023255814,65,1.2117713141619673,79.70571714595081
21925,22020,,103.77581470439594,-229.37300103775027,,43.85,44.04,,0.18999999999999773,,90.09009009009009,66,0.0542455503516059,108.64386124120985
22258,22367,,205.38346550222812,-121.51178520728233,,44.516,44.734,,0.21800000000000352,,86.70520231213874,67,0.8543530304825779,88.64117423793556
22604,22684,22771.0,74.3629475430898,-112.44762251371434,23.916617293342338,45.208,45.368,45.542,0.1600000000000037,0.3340000000000032,90.09009009009009,68,0.914354660692094,87.14113348269765
22937,23041,,203.2713808208899,-179.460693912001,,45.874,46.082,,0.2079999999999984,,85.47008547008548,69,0.8392198874954553,89.01950281261361
23288,23366,23447.0,102.9011414197113,-48.59995249072342,65.71836016835174,46.576,46.732,46.894,0.1559999999999988,0.31799999999999784,94.6372239747634,70,0.7726235933852639,90.6844101653684
23605,23710,,112.96917614862517,-234.08963684987623,,47.21,47.42,,0.21000000000000085,,86.95652173913044,71,1.0646035038462325,83.38491240384418
23950,24046,24106.0,240.0186065334557,-64.72501151453709,-8.962361101691219,47.9,48.092,48.212,0.19200000000000017,0.3120000000000047,89.55223880597015,72,1.054845035171929,83.62887412070178
24285,24382,,144.76013014065649,-226.15242140367303,,48.57,48.764,,0.19400000000000261,,87.46355685131195,73,1.168313783555287,80.79215541111782
24628,24822,,277.8506418729121,-93.13742311351417,,49.256,49.644,,0.3879999999999981,,91.46341463414633,74,-4.4638565423326115,221.5964135583153
24956,25046,,92.0561557986279,-219.30164220646105,,49.912,50.092,,0.17999999999999972,,90.36144578313252,75,0.7599896818471658,91.00025795382086
25288,25394,,250.2684719535232,-216.8165874944551,,50.576,50.788,,0.2119999999999962,,90.09009009009009,76,0.9686797457858256,85.78300635535436
25621,25715,,125.84613781887636,-196.082438514794,,51.242,51.43,,0.1880000000000024,,89.82035928143712,77,0.9899881606480622,85.25029598379845
25955,26056,,214.01369722023497,-212.92240149551168,,51.91,52.112,,0.2020000000000053,,84.74576271186442,78,0.914948708850628,87.1262822787343
26309,26393,26498.0,156.8543029660936,-141.9738948384088,74.06402154916918,52.618,52.786,52.996,0.16799999999999926,0.3780000000000001,98.6842105263158,79,0.9469085391249944,86.32728652187514
26613,26710,26789.0,156.5421388151217,-190.2735081321703,-60.11876306492222,53.226,53.42,53.578,0.19400000000000261,0.35200000000000387,90.63444108761328,80,1.061709222308382,83.45726944229045
26944,27032,27155.0,220.02317227461154,-94.16636480236428,74.91323416794889,53.888,54.064,54.31,0.17600000000000193,0.42200000000000415,90.63444108761328,81,1.1358472184731812,81.60381953817047
27275,27366,,115.85593575806462,-248.90020233634928,,54.55,54.732,,0.18200000000000216,,93.75,82,1.0996684149137448,82.50828962715639
27595,27690,27770.0,226.79194723596663,-118.98973613754384,15.305437273702212,55.19,55.38,55.54,0.19000000000000483,0.3500000000000014,96.7741935483871,83,1.0561917878336293,83.59520530415926
27905,28002,,119.99333867920024,-299.89447694290243,,55.81,56.004,,0.1939999999999955,,90.09009009009009,84,1.0716972661554642,83.20756834611339
28238,28337,28398.0,251.22570268241796,-116.3148835300139,-47.169933451184974,56.476,56.674,56.796,0.1980000000000004,0.3200000000000003,91.74311926605505,85,1.2873344371111897,77.81663907222026
28565,28655,,93.01068256561109,-248.06936823246045,,57.13,57.31,,0.17999999999999972,,87.71929824561403,86,0.8801494686734255,87.99626328316437
28907,29013,,266.46262140062595,-151.61752444798572,,57.814,58.026,,0.2120000000000033,,89.55223880597015,87,0.9752104192754596,85.6197395181135
29242,29314,29396.0,36.98108447721258,-108.83965783888273,86.17838784656931,58.484,58.628,58.792,0.14399999999999835,0.30799999999999983,96.7741935483871,88,0.9702496688375721,85.7437582790607
